magazine|brand|category|title|link|date|contents|title_brand
Daum_Bazaar|Je|CELEBRITY|난리 난 블랙핑크의 네일아트, 왜?|https://www.harpersbazaar.co.kr/article/47719|2020.07.17|['화려한 디자인의 절정을 보여주는 제니의 네일.', '비교적 짧은 손톱을 깔끔하게 다듬어, 투명하게 칠하거나 화이트 컬러를 얹었다.', '그리고 그 위에 끼고 벗을 수 있는 UNISTELLA의 네일 링과 골드 컬러의 네일 주얼리를 더해 열 손가락 모두 포인트를 주었다.', '타이틀 포스터에서 보인 제니의 네일은 더욱 강렬하다.', '핑크 컬러의 독특한 아이 메이크업을 긴 손톱 위에도 표현했다.', ' 반투명한 베이스 위에 불꽃을 형상화한 듯한 모양을 그린 것.', ' 제니는 포스터의 강렬한 포즈와 대조되는 재치 있는 손짓을 더한 영상으로 팬들에게 재미를 선사했다.']|0
Daum_Bazaar|Je|FASHION|떠오르는 패션 핫플 둘러보기|https://www.harpersbazaar.co.kr/article/46807|2020.05.29|['Jentle Monster  가로수길의 성지로 떠오르고 있는 젠틀몬스터와 블랙핑크 제니가 만든 젠틀 홈.', '인형의 집을 연상케 하는 귀엽고 아기자기한 아이템들이 가득한 젠틀 홈은 아이웨어 컬렉션부터 슈퍼마켓, 키친룸, 클로젯 등 제니가 꿈꿔온 판타지 세계를 구현했다.', '특히 젠틀 마켓에서 제니가 픽한 보석 반지, 핸드폰 사탕 같은 위트 넘치는 굿즈는 팝업 스토어에서만 만날 수 있으니 잊지 말 것.', ' 제니와 젠틀 몬스터가 함께한 젠틀 홈은 9월 12일까']|0
Daum_Bazaar|Je|FASHION|크롭트 톱을 셀럽처럼 힙하게 입으려면?|https://www.harpersbazaar.co.kr/article/47901|2020.07.28|['다양한 크롭트 톱을 찰떡같이 소화하는 제니.', '한쪽 어깨가 드러나는 원 오프숄더 디자인부터 프릴 장식이 더해진 페미닌한 무드의 크롭트 톱까지 완벽하게 소화했다.', '각각 긴 네크리스를 더해 스트릿한 분위기를 내거나, 낮게 묶은 양 갈래 헤어와 이어링으로 룩에 포인트를 주었다.']|0
Daum_Bazaar|Je|FASHION|잘 고른 여름 원피스 한 벌|https://www.harpersbazaar.co.kr/article/47843|2020.07.24|['특히 스퀘어 넥은 요즘 블랙핑크 제니, 레드벨벳 슬기등 셀럽들의 사랑을 듬뿍 받는 디자인 중 하나다.', '바캉스 룩에서 빠질 수 없는 스트로 햇부터 로프 디테일 스트랩 샌들까지 한데 모여 각자의 존재감을 발휘한다.']|0
Daum_Bazaar|Je|FASHION|클래식한 진주 주얼리의 상큼한 귀환!|https://www.harpersbazaar.co.kr/article/47272|2020.06.24|['화려한 제품들도 좋지만, 현실에서 즐기기에는 클래식한 진주 목걸이가 제격이다.', '블랙핑크 제니처럼 매니시한 재킷과 셔츠에 함께하면 사랑스러운 분위기를 더할 수 있다.']|0
Daum_Bazaar|Je|FASHION|돌고 도는 #탑골공원 패션|https://www.harpersbazaar.co.kr/article/42884|2019.10.28|['갈매기 눈썹, 빨간 입술, 여기에 배꼽이 살짝 보일듯한 길이의 니트 카디건과 데님 팬츠로 데일리 룩에 어울리는 스타일로 눈길을 끌었다.', '이 룩은 지금 블랙핑크 제니가 즐겨 입는 데일리 룩과도 비슷하다.', '크롭트 톱이나 카디건에 오버 사이즈 데님 팬츠를 자주 착용하는 블랙핑크 제니.', '여기에 90년대 유행한 집게핀 까지 더했으니, 금상첨화!']|0
Daum_Bazaar|Je|FASHION|가성비 최고! 국내 셀럽들의 SPA 브랜드 사용법|https://www.harpersbazaar.co.kr/article/40072|2019.04.18|['인간 구찌, 인간 샤넬 등 걸어 다니는 ‘인간명품’으로 불리는 제니.', '이런 이미지 때문에 고가의 명품만 착용할 것 같다는 생각을 했다면 그것은 큰 오산이다.', '저렴한 SPA 브랜드와 고가의 럭셔리 브랜드 제품을 믹스 매치하는 쿨함을 보여주었기 때문! ', '배가 넘는 가격 차이의 제품임에도 불구하고 모두 고가의 제품처럼 보이게 만든 제니.', '현재 우리가 스타일리시한 그녀의 데일리 룩을 주목해야 하는 이유다.']|0
Daum_Bazaar|Je|FASHION|비니 하나 썼을 뿐인데 이렇게 예뻐졌다고?|https://www.harpersbazaar.co.kr/article/43169|2019.11.14|['비니 하나로 시크하게! 블랙핑크 제니처럼 브랜드 로고가 새겨진 집업 재킷에 모노톤의 블랙 컬러 비니와 데님 팬츠를 매치해보자.', '스포티하면서도 시크한 룩이 완성된다.']|0
Daum_Bazaar|Je|BEAUTY|무조건 구매각인 가을립컬러는? #스타러브즈|https://www.harpersbazaar.co.kr/article/42909|2019.10.29|['어떠한 메이크업도 완벽히 소화하는 만찢녀 제니.', '코랄 컬러가 살짝 첨가된 오렌지 브라운 컬러로 청순한 음영 메이크업을 완성.']|0
Daum_Bazaar|Je|BEAUTY|코덕이라면 다 알걸? 2019 베스트셀러는?|https://www.harpersbazaar.co.kr/article/43866|2019.12.26|"['헤라의 블랙 라인은 헤라만의 시크한 세미 매트룩을 선사하며 전년 대비 40% 이상의 성장률을 기록하면서 헤라 메이크업 No. 1 라인으로 자리 잡았습니다.', ' 특히 ""제니 효과""를 톡톡히 본 블랙 파운데이션은 올해 매출 100억원이 달성이 기대되는 파운데이션이죠.']"|0
Daum_Bazaar|Je|CELEBRITY|예쁨주의보|https://www.harpersbazaar.co.kr/article/39740|2018.12.07|['#인간샤넬, #인간구찌 다수 별명을 갖고 있는 제니의 애칭은? 바로 #젠득이.', '새침하고 고양이 같은 외모와 상반되는 귀엽고 애교있는 성격으로 팬들의 사랑을 듬뿍 받고 있는 제니.', '예쁜 얼굴과 스타일리시한 패션 감각까지 겸비해 남팬 뿐만 아니라 여자들의 워너비로 등극! 대세 오브 대세로 승승장구 중이다.']|0
Daum_Bazaar|Je|FASHION|어서와, 인간샤넬은 처음이지?|https://www.harpersbazaar.co.kr/article/39315|2018.06.28|['인간샤넬 이라는 별명을 보유한 블랙 핑크 제니.', ' 칼 라거펠트의 터치로 샤넬 고유의 모더니즘이 더해진 마린 룩의 결정체를 보여줬다.', '선원복에서 영감 받은 세일러 재킷과 미니 스커트, 화이트와 레드의 조화, 세일러 캡까지! 진주 네크리스, 이어링, 커프스 등 화려한 액세서리까지 더한 모델보다 룩 하나로 존재감을 더한 제니에게 한 표를 더한다.']|0
Daum_Bazaar|Je|FASHION|샤넬의 뮤즈 수주, 블핑 제니를 만나다|https://www.harpersbazaar.co.kr/article/39658|2018.11.13|['청명한 하늘, 새하얀 모래사장, 넘실거리는 파도쇼장에 들어서자마자 눈앞엔 인공 해변이 펼쳐졌고, 곳곳에선 “역시!”라는 탄성이 터져나왔다.', '그사이 퍼렐 윌리엄스, 페넬로페 크루즈, 블랙 핑크 제니 등 전 세계에서 모인 셀러브리티가 속속 도착했다.']|1
Daum_Bazaar|Je|BEAUTY|내 몸의 균형을 잡아라!|https://www.harpersbazaar.co.kr/article/40062|2019.04.17|['블랙핑크 제니를 보고 깜짝 놀랐어요.', '이렇게 균형이 잘 잡힌 몸이라니! 한국에서 정규 교육을 받았다면 절대 나올 수 없는 체형이죠.”']|0
